order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
879195f2460f97ab2f3bf119f2e8638b,09cdb569d94234872c468f2711ca0f91,delivered,3/2/2018 14:56,3/2/2018 15:11,5/2/2018 15:54,23/2/2018 22:59,1/3/2018 0:00
38c1e3d4ed6a13cd0cf612d4c09766e9,18c934f4cdc994cd04eb13bce3f47a18,delivered,2/2/2018 15:26,2/2/2018 16:00,3/2/2018 1:18,3/2/2018 15:05,20/2/2018 0:00
580c882a5805c78546ea65ec6d3690e4,a4f6fc82eefc6a54376eea73b27df682,delivered,5/2/2018 17:40,5/2/2018 17:50,7/2/2018 22:38,6/3/2018 16:59,2/3/2018 0:00
48a928c553c276852b35ce90fedfeee2,9ea999ddb251e229b1c8b4925884743e,delivered,3/2/2018 0:18,3/2/2018 0:32,6/2/2018 0:42,24/2/2018 17:38,7/3/2018 0:00
02610d88ac343ed64988d2706ce3ebfd,e7214f2cd8744c2d6d53e74e226ad9de,delivered,4/2/2018 19:34,6/2/2018 4:33,6/2/2018 22:42,22/2/2018 13:27,6/3/2018 0:00
9370fc845feb5045400765a17c075cae,d020628b224f6a7738f735fa3f648cfa,delivered,7/2/2018 8:04,8/2/2018 7:35,8/2/2018 17:44,16/2/2018 14:53,7/3/2018 0:00
c7172e1a6b8de65fbc6e9e77afda672d,b1aa70fb1fe24bb15603aba207510343,delivered,1/2/2018 17:15,1/2/2018 17:33,6/2/2018 18:38,16/2/2018 12:33,2/3/2018 0:00
83d47a55a238c75386e31ef70f5d8b45,99de3252658ad6466297273b6047f3cf,delivered,1/2/2018 14:44,1/2/2018 14:55,5/2/2018 17:15,6/2/2018 21:56,26/2/2018 0:00
175455df986fe6b05091b1c9506897dd,c2a29d0111d9af12100ef59be89f5a2c,delivered,3/2/2018 13:49,6/2/2018 4:32,6/2/2018 19:16,16/2/2018 11:27,8/3/2018 0:00
c17b377c10026e36286772008451d021,5a62330b90ef93e8730dbb18880b08af,delivered,1/2/2018 10:02,2/2/2018 2:53,3/2/2018 10:33,14/2/2018 18:08,23/2/2018 0:00
4e21387c48145e5e07a1d552b1a69776,766a6dd9d0045e8462f001462976ff99,delivered,6/2/2018 16:17,6/2/2018 16:30,7/2/2018 16:28,14/2/2018 20:29,2/3/2018 0:00
ac14a1a3d8c2b071a150eb2990b5ecd8,0dbeefcc8215e4d6b6ee3ec0c8a2f222,delivered,3/2/2018 22:36,3/2/2018 22:50,6/2/2018 19:28,14/2/2018 22:11,8/3/2018 0:00
8da4b52fdefe7256cbe20ebf03ac47b7,550290db9e0772d476e9d9aeea14afa6,delivered,7/2/2018 18:35,7/2/2018 18:50,9/2/2018 19:38,7/3/2018 17:48,8/3/2018 0:00
11210d2ba14b85282d66a4c956724533,51293a462a75bbaa62b024a7da9e068a,delivered,5/2/2018 16:15,6/2/2018 4:33,20/2/2018 13:48,6/3/2018 11:29,28/3/2018 0:00
06d6b5a626ba890f56dae296e1384f75,565ab5b150fec651f51db8783d2e645a,delivered,5/2/2018 19:28,5/2/2018 19:50,6/2/2018 19:54,23/2/2018 21:09,13/3/2018 0:00
a9cd6c2b2f5fb42940c49246ea7ce08f,3e7b2479252ab3087413e44eb3354263,delivered,2/2/2018 11:14,2/2/2018 12:15,6/2/2018 22:43,15/2/2018 17:20,2/3/2018 0:00
6596197a74edd396e3d34c53eff4ad6f,524d1030b6d659f0aa5e03f459a89b34,delivered,7/2/2018 20:18,7/2/2018 20:33,9/2/2018 16:44,15/2/2018 15:38,5/3/2018 0:00
9a697390de6da65c977ba337071a06a3,7d428145472db20c245cfc1d7a6af615,delivered,6/2/2018 9:43,6/2/2018 9:55,6/2/2018 21:33,21/2/2018 20:39,9/3/2018 0:00
fa44b98d202360f1246681a3e0405db4,ef95061d7fabce59a19b991b10e9bfc5,delivered,5/2/2018 20:25,6/2/2018 4:32,10/2/2018 11:54,17/3/2018 17:57,5/3/2018 0:00
b0478e447df29ef9a7efd1eb63de629c,08b9cbfbf948ebc2dc43212aa3b5a2a2,delivered,1/2/2018 5:41,2/2/2018 2:54,8/2/2018 22:51,20/2/2018 11:46,23/2/2018 0:00
efff0f02714bda94c05b552d6603f6f9,8cad893a6771fcbf107ffedd147bc71d,delivered,6/2/2018 7:02,6/2/2018 7:10,6/2/2018 19:19,9/2/2018 22:39,2/3/2018 0:00
24eaa9941af703f34c309aff1a56aa5e,150dcbebc045e4eabe1f896727a84ecf,delivered,7/2/2018 15:35,9/2/2018 2:50,14/2/2018 15:48,15/2/2018 14:26,23/2/2018 0:00
1078cee780187c1672d97d4ebfb4cc2e,cbfe773accbd474bcd87443dcdf49416,delivered,1/2/2018 8:35,1/2/2018 9:53,3/2/2018 1:16,5/2/2018 17:37,19/2/2018 0:00
c9b0a65b5794db7ced550ecc9ba178ca,d1c715c3201e2a54b45c12a6ae5e0f67,delivered,7/2/2018 16:10,7/2/2018 16:30,8/2/2018 0:36,16/2/2018 19:38,14/3/2018 0:00
0f55ec65ad1f38ceeb753846d0684c52,dd98b876b13121dcda59ffb2d37d0de7,delivered,1/2/2018 19:58,1/2/2018 20:13,7/2/2018 20:28,8/2/2018 18:31,19/2/2018 0:00
aa5bea3edb5908e4063ffee094543547,135cff02649bf8b25bb2ca8b46bd80c3,delivered,3/2/2018 10:17,4/2/2018 10:10,5/2/2018 16:42,28/2/2018 21:33,6/3/2018 0:00
844f01e04cbbf8ba9a2ada9f036eb8d2,85edc80a16b4badbc1e58061b6ba26e3,delivered,6/2/2018 20:37,6/2/2018 20:51,7/2/2018 20:33,20/2/2018 17:05,7/3/2018 0:00
2fba22888f1373d0c3686616e4caf5c8,436e9e545e5299f9e29e1f6083267aec,delivered,3/2/2018 19:00,6/2/2018 5:31,6/2/2018 22:35,17/2/2018 14:52,1/3/2018 0:00
e3653c411aa1ac28f740e417e9a997bf,4bbe9c46bf4d0154d880396c3e027f64,delivered,5/2/2018 14:18,7/2/2018 2:52,7/2/2018 21:42,10/2/2018 15:12,21/2/2018 0:00
d8f57f08383291ef5fa6cb91dc1a4e02,061c2eb252b4e73472bb4f9e1169b43a,delivered,5/2/2018 8:33,6/2/2018 4:32,7/2/2018 14:24,15/2/2018 18:04,6/3/2018 0:00
bf6ae1909b2e970bb1c4f1119b324b64,c689ee4a546a41ccfc8b40c7752bef45,delivered,1/2/2018 18:09,2/2/2018 19:31,6/2/2018 1:34,6/3/2018 23:29,2/3/2018 0:00
6bbf71e04f4d0e748315be02506a1b63,6241793979a6c6169cce48dd999f3688,delivered,5/2/2018 19:29,5/2/2018 19:50,7/2/2018 20:52,22/2/2018 12:22,1/3/2018 0:00
ced791864a1478d28bc041d61f8ce2f4,b81371f334909da18f8ff659478c6ddf,delivered,2/2/2018 18:17,2/2/2018 19:03,5/2/2018 19:12,16/2/2018 17:39,5/3/2018 0:00
6f6fcc1b3ef20cf889f9ecccc5d9379d,5f8821579f7deebd8827b5dcc57bcb45,delivered,6/2/2018 20:59,6/2/2018 21:10,7/2/2018 17:43,16/2/2018 11:43,7/3/2018 0:00
a3868921c7af20ac7aafb5e8b7b5b4ba,69f84065b20dbe07627736cd3a7f7f47,delivered,4/2/2018 21:23,4/2/2018 21:35,6/2/2018 21:28,16/2/2018 23:38,12/3/2018 0:00
9e1571408c90f2235bf00d6fd15f8d51,b470bfde759425129d684b306fce715e,delivered,6/2/2018 18:50,6/2/2018 19:10,7/2/2018 23:26,28/3/2018 18:36,14/3/2018 0:00
2c203f4297ffa221e33a90171c24249d,be188afbecaf3cabfe042bf53dfa2e19,delivered,2/2/2018 9:16,2/2/2018 9:35,6/2/2018 1:14,7/2/2018 21:41,20/2/2018 0:00
813a1597ee0470b32160904f9f454ab6,7192fde393370533066e4d30403b3562,delivered,6/2/2018 13:32,7/2/2018 3:10,9/2/2018 22:43,19/2/2018 14:18,2/3/2018 0:00
c89f9200f57c5d1e1d7a7c6a98d45ff6,b68c905ab520e155e3e405bbf8dc1bb0,delivered,6/2/2018 20:55,6/2/2018 21:10,10/2/2018 14:22,2/3/2018 22:12,5/3/2018 0:00
3a31fc2eeec3c45ebdb6a390a5b1d3e2,3b9b9424937310a2af0929576c3219d6,delivered,6/2/2018 17:11,6/2/2018 17:32,7/2/2018 21:52,16/2/2018 0:16,2/3/2018 0:00
62fffe3cf205e0deb385d92481d3cb40,502f84b96849b881c0bb14a9650d0a13,delivered,2/2/2018 15:40,2/2/2018 16:00,5/2/2018 16:12,21/2/2018 10:53,5/3/2018 0:00
f477310b29b71da3ef394aaf61669075,f7030ef55d9a5ec617439b05e42a707b,delivered,4/2/2018 21:43,6/2/2018 3:35,6/2/2018 18:35,28/2/2018 15:45,12/3/2018 0:00
d3d2abdcb92f954926408fc4e9088e45,ba8329f5610eea3af74dc1d1fe3e4564,delivered,4/2/2018 18:28,6/2/2018 5:31,9/2/2018 15:58,16/2/2018 14:44,1/3/2018 0:00
9bf7384574b699b32297382b5df68d09,f4a4d39c7832ae7e22deddde1122de01,delivered,3/2/2018 17:03,3/2/2018 17:15,5/2/2018 21:53,14/2/2018 22:15,8/3/2018 0:00
9f2c6714edee90964b0b631c22a22448,89d62100264f60ca62619dd012a12f00,delivered,6/2/2018 1:03,7/2/2018 1:31,7/2/2018 20:12,20/2/2018 18:15,13/3/2018 0:00
27ccb6f42b7ff7e079004d6192ab12bb,4399c824aab097f4974ab7fabf8064b2,delivered,7/2/2018 23:03,8/2/2018 1:30,9/2/2018 21:42,14/2/2018 20:27,23/2/2018 0:00
7cb76df433b42580f7512fde60984ba5,1d510e457bb6e83400a904c93a6974af,delivered,2/2/2018 10:06,2/2/2018 11:12,5/2/2018 15:53,9/2/2018 1:11,26/2/2018 0:00
9f188fd1c4dddf39da5a0db98006c240,74a8a3b6fe196b1c69c14c15bd62eb2d,delivered,1/2/2018 23:20,2/2/2018 23:10,6/2/2018 14:54,23/2/2018 22:49,23/2/2018 0:00
57694158da92a85b1fcd72de45542073,d9037ff057cfcc2f16b1abd6933dbba9,delivered,2/2/2018 22:49,2/2/2018 23:10,5/2/2018 21:38,10/2/2018 11:28,1/3/2018 0:00
f163011d712f39566f8631259e471129,f69a1253f47a55c85890334adf6e9a21,delivered,4/2/2018 12:03,4/2/2018 12:15,8/2/2018 23:36,23/2/2018 0:49,8/3/2018 0:00
b2634f19a1007fd4a54a9fed9291230c,725482e68df8d999924c84f62c9ee40e,delivered,4/2/2018 20:40,4/2/2018 20:56,8/2/2018 0:44,9/2/2018 22:05,21/2/2018 0:00
3df54c9248f6d2eef8f08ad39f422abd,9e192b98545760379893f9f63707cc0f,delivered,5/2/2018 21:04,5/2/2018 21:15,8/2/2018 21:15,9/2/2018 20:09,21/2/2018 0:00
c1ef9804b695d6060c0964f2c6324433,ba668ea30c47e2012890846c77978d03,delivered,6/2/2018 11:04,6/2/2018 11:15,8/2/2018 19:12,9/2/2018 17:58,22/2/2018 0:00
0306b467a7c7d400d265b71cf6608e15,4ff38991e49354d05057650b0033234f,delivered,1/2/2018 11:32,3/2/2018 2:53,5/2/2018 15:56,9/2/2018 16:36,23/2/2018 0:00
196a79cd1b9ff7ad77dfaa9d4c46d04c,7fef0997cc98db48b91fdcb9841e909c,delivered,5/2/2018 10:36,5/2/2018 10:50,8/2/2018 23:17,6/3/2018 21:38,13/3/2018 0:00
3da53042e56776670fcf05a64d884ce9,3af46ebb3600804c782615cd897db0db,delivered,4/2/2018 21:25,4/2/2018 21:35,6/2/2018 17:04,7/3/2018 12:54,15/3/2018 0:00
3f71c7ea78bd7df6729746c1f93ca424,69a5de2d98d4729f8dad3add11022053,delivered,1/2/2018 16:22,1/2/2018 16:35,2/2/2018 19:21,20/2/2018 20:25,26/2/2018 0:00
a9fd47117c3f6b4e72456d5331e2bfb1,779609a1ecaee6f5ea1b6e50359c0aa1,delivered,1/2/2018 15:10,1/2/2018 15:34,5/2/2018 21:43,14/2/2018 22:36,23/2/2018 0:00
183ee0e3ebd4c1c995e5f9ac2d950ee8,81f49a0bc228fb20bc73f85ed36a0c0b,delivered,1/2/2018 19:55,1/2/2018 20:14,2/2/2018 19:38,14/2/2018 19:04,23/2/2018 0:00
d233630561c3babf58e2ca3c0ca52bd2,52586a86015b83c57d03c1ce23f96192,delivered,1/2/2018 14:45,1/2/2018 15:10,2/2/2018 19:51,14/2/2018 20:29,5/3/2018 0:00
d85d798c30de34a10899fc8df46b330a,1da38ee263b59ad3ae82cdd4d75715a8,delivered,4/2/2018 21:23,6/2/2018 3:51,7/2/2018 16:37,19/2/2018 12:58,8/3/2018 0:00
6948d508c3ef371871d70a9ba491c336,e0b6d9f3f3cf18ceec4b277eaa578c0c,delivered,4/2/2018 11:25,4/2/2018 11:35,10/2/2018 12:33,27/2/2018 23:43,5/3/2018 0:00
09badf53476a6bda72b4728e858a3433,9872961494c04c3939cc4fa43bfaeb75,delivered,5/2/2018 13:51,5/2/2018 14:10,6/2/2018 16:04,19/2/2018 19:40,1/3/2018 0:00
60649d0d9e4157baeb059b34cf7d9b42,60a108918a0ccf4076b95c0614d27870,delivered,7/2/2018 9:27,7/2/2018 9:36,8/2/2018 19:41,16/2/2018 9:09,6/3/2018 0:00
da06df7d040d5e2bf092e9fc47954e43,29dbe12ea4f256a60ddbae03a3095483,delivered,3/2/2018 14:26,3/2/2018 14:49,6/2/2018 16:03,22/2/2018 13:36,13/3/2018 0:00
8a9cce19aa49e055f2babb81d5a71c40,f2676ef361959c938b35ecd32321adce,canceled,1/2/2018 10:04,3/2/2018 2:52,5/2/2018 20:41,,23/2/2018 0:00
f7b92e474008eb1405436c0e326d0f2a,27d48e22b8c8fe2d1c170758aa7315dc,delivered,1/2/2018 13:41,1/2/2018 13:50,3/2/2018 8:51,3/2/2018 15:36,19/2/2018 0:00
8c9210b604388d38e4ecc5eea3c06b12,7cbe12f98b9e452381c138a3632330a0,delivered,3/2/2018 8:34,3/2/2018 8:49,6/2/2018 22:48,14/2/2018 17:59,22/2/2018 0:00
e3d239a9418e145764e6f99cc02d00b0,462dc285a81ff498ec5e0a1925711c19,delivered,5/2/2018 20:31,6/2/2018 20:31,9/2/2018 21:46,27/2/2018 16:52,20/3/2018 0:00
405c8e4015fb343f974080958db8bc52,271a0d7c235fdd059546ec15d285d448,delivered,3/2/2018 0:34,3/2/2018 15:50,6/2/2018 22:28,8/3/2018 20:38,9/3/2018 0:00
20e8735e683506f2f09e1a0e00f8114a,84906f555c4fa2c9333684c4de459bfe,delivered,1/2/2018 17:56,2/2/2018 2:55,8/2/2018 19:37,20/2/2018 18:42,2/3/2018 0:00
c1049eef89915c6beb3604bf3d6588d7,ed16865bcadcea1a00a928bf418a74bf,canceled,5/2/2018 23:08,5/2/2018 23:29,9/2/2018 22:13,,7/3/2018 0:00
539dddb1ac06e5b2d492d27c95d05504,43bd79aef01361fa6eae728bf2919215,delivered,7/2/2018 14:16,7/2/2018 14:32,9/2/2018 20:58,27/2/2018 23:19,16/3/2018 0:00
885935156ba43094f3ae95f3c14e0381,3885c59916b2b261205c303fe0a10abf,canceled,2/2/2018 16:06,6/2/2018 4:32,7/2/2018 20:48,,8/3/2018 0:00
cc8304651e8857627e56aca5207db748,5081063a33c7f6495635c86acf14c90d,delivered,6/2/2018 22:52,8/2/2018 7:49,9/2/2018 22:38,5/3/2018 20:13,12/3/2018 0:00
4ab88da80ca7e44f4ef0a97cc756619c,fe52371de2f4b439db8a13ce74a64bc6,delivered,6/2/2018 9:20,6/2/2018 9:35,7/2/2018 15:19,15/2/2018 19:32,13/3/2018 0:00
cd2e4d6d0b853db1cad25cd418d04ae3,a12c7d650184df118001b3cebaf3b150,delivered,3/2/2018 16:17,3/2/2018 16:29,7/2/2018 21:16,14/2/2018 18:05,1/3/2018 0:00
d2ed05c6bf17b1e0dc17dde0cc4768a8,daefa855bea4e5eac9ccfa3267b10b34,delivered,1/2/2018 11:42,1/2/2018 11:55,2/2/2018 19:18,5/2/2018 19:14,19/2/2018 0:00
2f921a8c1d6f7937df5c7fb0468f6f07,0576e04c11f1cca61cc2975f5fd83179,delivered,7/2/2018 11:21,7/2/2018 11:32,7/2/2018 21:18,8/2/2018 19:30,23/2/2018 0:00
aba2813708fd104d3fa9f14fde9cd30f,a7e1b44cb7bae930f068ee314e172ef9,delivered,5/2/2018 1:06,5/2/2018 1:29,6/2/2018 17:13,14/2/2018 19:46,1/3/2018 0:00
f354616598afd38e38fd8535d22a79f6,db359b7948ea66f46655176af4214978,delivered,2/2/2018 20:15,2/2/2018 20:30,5/2/2018 16:38,6/2/2018 21:28,26/2/2018 0:00
7b4dfba3da6058deea685e1475eee769,40c400e1b92a5e4b7186354235e6397f,delivered,6/2/2018 20:51,6/2/2018 21:10,7/2/2018 20:12,8/2/2018 17:58,22/2/2018 0:00
daf610999defe00407d9c3178f42b819,064e2cb3bff15053eb0e4afc471e7f2c,delivered,1/2/2018 17:45,1/2/2018 18:31,6/2/2018 22:17,7/2/2018 20:44,23/2/2018 0:00
ecc4c3f49c7e63c6fc8b2036fd78a185,f975bf6848e2b14caf976bece4dac690,delivered,1/2/2018 22:12,1/2/2018 22:29,3/2/2018 0:41,3/2/2018 14:48,19/2/2018 0:00
258cf5931c975cf407a296c710afe660,9bcdb996f5ba9d3b959e33b416825425,delivered,2/2/2018 17:52,2/2/2018 18:31,6/2/2018 22:35,9/2/2018 19:33,26/2/2018 0:00
30da20eacd71a5e8cac16c775ef72984,a291b9db0ab85d73c7f687f11ea290ad,delivered,2/2/2018 9:32,3/2/2018 13:49,9/2/2018 23:28,13/3/2018 0:32,5/3/2018 0:00
03ddab02775c66c855ad41424ae356e3,ed87333e69d2709d374534505818c9e2,delivered,6/2/2018 17:01,6/2/2018 17:15,7/2/2018 22:17,19/2/2018 18:11,26/3/2018 0:00
c40e2f36cb82dc5413567d994a7add93,116dae092a083d09e1afe3a9330c60ba,delivered,1/2/2018 23:08,2/2/2018 23:10,3/2/2018 17:16,14/2/2018 20:53,26/2/2018 0:00
903b9800ae4c27c2f80b83ea286fb0f8,ae20fd4e52e319ebabb9b44f48ba2c8e,delivered,4/2/2018 18:11,4/2/2018 18:29,6/2/2018 12:59,9/2/2018 15:26,1/3/2018 0:00
4247005e8db73363a92a6183698279e5,d904879012dbcdbce7526af1b341abd4,delivered,5/2/2018 23:05,5/2/2018 23:15,6/2/2018 23:23,14/2/2018 19:06,5/3/2018 0:00
92cac19c19596022d13902b2908896ac,0e428c743cae9f960517faed86fe7a0e,delivered,5/2/2018 17:32,5/2/2018 17:50,6/2/2018 21:03,17/2/2018 13:07,6/3/2018 0:00
4e8d225c6e153e6bcc6a160e4b687649,9c3dbbd6d3c8090df6b78ae9b2c0f6ce,delivered,3/2/2018 23:27,3/2/2018 23:49,6/2/2018 18:48,8/2/2018 0:52,21/2/2018 0:00
05cdf90df5dcc062b68cd8b3803f6228,9ff742af578d72bce31bf2975d05ee87,delivered,7/2/2018 12:04,7/2/2018 12:31,9/2/2018 18:55,19/2/2018 18:49,8/3/2018 0:00
3f3e4083688c07129239450773e84282,25589ac02f7637b4dca14ce8d9c2fd8b,delivered,7/2/2018 9:52,7/2/2018 10:10,7/2/2018 21:33,8/2/2018 19:42,23/2/2018 0:00
228eaa337912a2f2896d8d5c63147229,e661fdca5ba0b3e7dfd2aa9c3a081083,delivered,7/2/2018 13:47,9/2/2018 10:11,10/2/2018 1:41,21/2/2018 20:24,23/3/2018 0:00
a2392ac22d661d26d7facf9ea5d6a5b8,558db5ecbdc2c47fa8b3f8ae3b8a0453,delivered,7/2/2018 10:06,7/2/2018 10:32,9/2/2018 22:18,4/3/2018 18:41,14/3/2018 0:00
5c08ed25ee3f139b35a21c0c12944802,f999d69f765c22961155f7c9347b3292,delivered,7/2/2018 12:03,7/2/2018 12:15,8/2/2018 18:50,19/2/2018 17:03,7/3/2018 0:00
4ce830b077b717252c8d9ca0dc8885bf,80f28b0ec74ffaa1da8ac89d35898d0f,delivered,7/2/2018 12:53,8/2/2018 7:35,8/2/2018 21:06,20/2/2018 20:13,2/3/2018 0:00
4a2d2e4b9b76f135b1e266f10d8de0ac,3db596facb2a04fe0a166da9b0dd148f,delivered,4/2/2018 22:28,4/2/2018 22:49,5/3/2018 23:32,13/3/2018 20:48,5/3/2018 0:00
8c300dccf86d2468e58d252d1c7377e5,5ddcfafb3cafa6989a43aa72ea1d348f,delivered,5/2/2018 9:02,5/2/2018 9:10,7/2/2018 19:33,16/2/2018 21:59,2/3/2018 0:00
aaa3852a53f716761fff6b45173f223e,b84d3d35ec76f19c7eeadc496e823390,delivered,3/2/2018 12:14,6/2/2018 5:31,17/2/2018 1:48,6/3/2018 18:37,16/3/2018 0:00
46e83a906c61d93dd185c95c01dff0a3,c9d89595ece63415fb02056061ce191e,delivered,5/2/2018 16:12,5/2/2018 16:31,7/2/2018 15:18,16/2/2018 21:19,7/3/2018 0:00
6f1099a755a7a1fb6efd638fd5627930,f2213dc017c6992a43bc3c74b3de2570,delivered,5/2/2018 21:13,5/2/2018 21:30,6/2/2018 15:23,20/2/2018 19:27,12/3/2018 0:00
f97ceada945c2f47998a4005f87f475d,1295c00ce6a0b5d21e8e2efe0540dd01,delivered,3/2/2018 12:11,3/2/2018 12:27,5/2/2018 22:14,28/2/2018 16:49,6/3/2018 0:00
de28971a284d4d1aef005e7f16b36a52,da16a9b6d9f5be7c2266a76de19516e3,delivered,1/2/2018 14:49,1/2/2018 15:10,2/2/2018 20:19,5/2/2018 20:28,23/2/2018 0:00
8c2f915441bbfbd7a7b3ace56058f799,dee3552c1fc38b7497a491fdf5e76c4b,delivered,6/2/2018 13:32,6/2/2018 15:55,8/2/2018 20:21,15/2/2018 16:18,8/3/2018 0:00
aaa01262ebed3a3f92e3f65995b83fe2,df8ac4f435671909cf15a66d06670f2f,delivered,5/2/2018 20:57,5/2/2018 21:10,6/2/2018 21:48,15/2/2018 15:23,7/3/2018 0:00
5fe8c7141808af2ac47d98ff8a006ac5,3b74aecc92a9ddce62caa3abf0af14ed,delivered,2/2/2018 17:40,3/2/2018 2:52,6/2/2018 1:04,19/2/2018 17:33,7/3/2018 0:00
c2ce0c4ec17fc536b85fb3363853bb17,4505e98fe9949c3bcba1d416ee3f9bfb,delivered,5/2/2018 16:41,6/2/2018 13:47,8/2/2018 19:21,2/3/2018 22:27,2/3/2018 0:00
c5deff88f21d751ba6d6ad06ac464cbe,112b6151a6891cb6ca8f008e6db47d39,delivered,7/2/2018 22:52,7/2/2018 23:55,15/2/2018 14:32,23/2/2018 23:11,7/3/2018 0:00
5c2049caca936695cfa43805ebe7d8e3,427be35f79110d97b5624f9791d8714d,delivered,5/2/2018 19:25,5/2/2018 19:50,7/2/2018 19:28,20/3/2018 18:18,15/3/2018 0:00
8c8c25cdbcc71e7662522da80f4d7569,e9b8bb8714a36c154bc9763594dcb9e9,delivered,4/2/2018 13:52,4/2/2018 14:10,6/2/2018 20:07,21/2/2018 0:07,6/3/2018 0:00
4aa4c6a8e7b2646986b65117bf36e67f,1071f60a122fafae2746391921fb8fe1,delivered,3/2/2018 15:30,3/2/2018 15:50,7/2/2018 19:09,15/2/2018 14:14,12/3/2018 0:00
289d1ce30c672184ba3722d783df7628,f23c940b811f63b4520de56d87da449c,delivered,7/2/2018 19:31,8/2/2018 19:28,9/2/2018 22:14,25/2/2018 17:32,5/3/2018 0:00
e38f48f35b9cec88386035b2ff883527,75889c226b97b6d3d51302ad295ec61d,delivered,4/2/2018 19:18,4/2/2018 19:30,5/2/2018 20:26,7/3/2018 20:32,6/3/2018 0:00
c4cf72ea58abebc4b3fa344363bb750a,635e6841727c22cbb3926856fd4b9ac5,delivered,7/2/2018 14:32,7/2/2018 14:49,8/2/2018 18:47,22/2/2018 13:38,12/3/2018 0:00
3d7376c0f2e3ca72f4bd82000af41d7d,38de4863516ed79e91284a6cad6d3ec3,delivered,2/2/2018 19:53,2/2/2018 20:12,5/2/2018 20:11,14/2/2018 19:52,8/3/2018 0:00
0a6003474a7471ca13dbdb23b2c04ec6,1b83402c2a0902c482f5ff935ca097b5,delivered,2/2/2018 12:43,6/2/2018 4:33,7/2/2018 20:39,19/2/2018 23:59,5/3/2018 0:00
a30c457db31be821e75d2d690067559e,4f1f2b13805c2ab2ce70a6cad8001b18,delivered,4/2/2018 7:44,4/2/2018 7:55,5/2/2018 19:37,9/2/2018 20:27,6/3/2018 0:00
2fcae632b06e40088d1800fc1cfc3e69,b9543736a1c64efd425d1fbfeb613771,delivered,7/2/2018 10:03,8/2/2018 9:55,8/2/2018 22:12,23/2/2018 17:45,6/3/2018 0:00
28d4024932be7f224bb14773707287e4,18f9d57ab19248ecf1fe195bde575380,delivered,6/2/2018 13:56,7/2/2018 2:56,7/2/2018 22:42,15/2/2018 11:04,22/2/2018 0:00
6332974400757d231760e7348850edba,a6cb9d818b2720e5248f79923502b583,delivered,1/2/2018 18:23,1/2/2018 18:35,2/2/2018 19:58,8/2/2018 22:44,26/2/2018 0:00
b4c8c7add8acbdb1bebcae219ab6c141,69e8a7d6f9013e098e740ee6cf11650f,delivered,6/2/2018 10:09,6/2/2018 10:30,19/2/2018 22:04,27/4/2018 22:28,19/3/2018 0:00
f6a07e6a18874c03db78033d90a50648,6d0f452f154628992e07aa608810f082,delivered,4/2/2018 8:17,4/2/2018 8:30,6/2/2018 16:24,14/2/2018 19:22,21/2/2018 0:00
