order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
01e7138289b75d9624b04dfe12379c1d,2,5d66715cc928aadd0074f61332698593,128639473a139ac0f3e5f5ade55873a5,7/2/2018 20:14,19.9,12.48
01f11912a2c502cc940f607b1f6b2ab0,1,c4baedd846ed09b85f78a781b522f126,a1043bafd471dff536d0c462352beb48,9/2/2018 18:50,120,45.3
022c0ddf029d7d3ba3d83bd524805629,1,84f456958365164420cfc80fbe4c7fab,4a3ca9315b744ce9f8e9374361493884,12/2/2018 11:49,92,13.66
02610d88ac343ed64988d2706ce3ebfd,1,ce169d5f9421a6f21e41a7bf54d0b98e,8b321bb669392f5163d04c59e235e066,12/2/2018 4:31,28,15.11
02d84940c88e0c1c91ec65aeb663578d,1,bee2e070c39f3dd2f6883a17a5f0da45,4e922959ae960d389249c378d1c939f5,13/2/2018 11:50,180,10.01
03005a2f16aaf981d51d8ef44222444a,1,34282a40b7d2b7aae8762762cb6ebcad,1554a68530182680ad5c8b042c3ab563,12/2/2018 4:32,139.9,39.97
0306b467a7c7d400d265b71cf6608e15,1,72ef87b1953a2844ed089bd6dcf73913,8c16d1f32a54d92897cc437244442e1b,8/2/2018 2:53,61.5,13.58
030d5292e5796b7c461070e04a7ad556,1,60495adb1f1a49c8aea75e5e56a47a48,0df3984f9dfb3d49ac6366acbd3bbb85,7/2/2018 23:15,89.9,15.39
031e9d02ce26fb5bb1f85335708fc70b,1,1ee03eca6034b77b25d08c004bc79dd8,e5a3438891c0bfdb9394643f95273d8e,8/2/2018 22:10,41.3,8.27
0347e77ba3ffb1d21339231e1f882b5c,1,70906e04da1eebf3d1b8791bd09ffe85,f457c46070d02cadd8a68551231220dd,9/2/2018 18:11,69.9,12.62
0347e77ba3ffb1d21339231e1f882b5c,2,70906e04da1eebf3d1b8791bd09ffe85,f457c46070d02cadd8a68551231220dd,9/2/2018 18:11,69.9,12.62
0352796ceb3700a87606f6f19b1d20b3,1,446f791c0261ad0a93d4dced49d5d0bc,b499c00f28f4b7069ff6550af8c1348a,13/2/2018 17:15,139.99,17.37
03ddab02775c66c855ad41424ae356e3,1,cd46a885543f0e169a49f1eb25c04e43,710e3548e02bc1d2831dfc4f1b5b14d4,12/2/2018 17:15,99.99,19.94
04127548fb3634e50ad03765c05cdc68,1,363218ba55c610b750224f90bdd34be1,33a6f4b1e7cdc205511e76ba1b6e0186,11/2/2018 22:30,79.99,8.75
04127548fb3634e50ad03765c05cdc68,2,363218ba55c610b750224f90bdd34be1,33a6f4b1e7cdc205511e76ba1b6e0186,11/2/2018 22:30,79.99,8.75
041aa5c38550649d5b51f38ba03a29a4,1,9e10ae46a3021a02f1692448ef9fa1db,94144541854e298c2d976cb893b81343,12/2/2018 9:31,33.9,15.1
04304d72305054a178c81ab24c4d2d68,1,f74eb9bc847b5e5e906e5e214bb451b8,cca3071e3e9bb7d12640c9fbe2301306,20/2/2018 19:50,45.9,16.11
04304d72305054a178c81ab24c4d2d68,2,f74eb9bc847b5e5e906e5e214bb451b8,cca3071e3e9bb7d12640c9fbe2301306,20/2/2018 19:50,45.9,16.11
04304d72305054a178c81ab24c4d2d68,3,f74eb9bc847b5e5e906e5e214bb451b8,cca3071e3e9bb7d12640c9fbe2301306,20/2/2018 19:50,45.9,16.11
04a28263e085d399c97ae49e0b477efa,1,3f14d740544f37ece8a9e7bc8349797e,6973a06f484aacf400ece213dbf3d946,9/2/2018 18:15,84.89,15.34
04f15733e3974c4127cb066cb835cdc9,1,3a806ac1ab98107febb4ffcf38bc1fac,adbc26658d6c7b4b6219f9d934598091,9/2/2018 14:15,130,18.16
04f15733e3974c4127cb066cb835cdc9,2,3a806ac1ab98107febb4ffcf38bc1fac,adbc26658d6c7b4b6219f9d934598091,9/2/2018 14:15,130,18.16
05452881e2846549b81d39249bb66ad7,1,283dc451ad3918badb976d56ff887289,da8622b14eb17ae2831f4ac5b9dab84a,11/2/2018 22:35,99.9,12.4
05452881e2846549b81d39249bb66ad7,2,283dc451ad3918badb976d56ff887289,da8622b14eb17ae2831f4ac5b9dab84a,11/2/2018 22:35,99.9,12.4
05a4879e7e161809c8bf4d8171b0c670,1,741e14d6cfe9c7dfcace49c4a0989bf3,adbc26658d6c7b4b6219f9d934598091,8/2/2018 8:10,130,17.16
05cdf90df5dcc062b68cd8b3803f6228,1,48b099f6925c19d46ed5f013267681c2,822166ed1e47908f7cfb49946d03c726,13/2/2018 12:31,34.9,16.11
0616463c44a86e8478f9b065e17d7c65,1,134529314360d3cb9e5e052b0b7b4b39,8648b1e89e9b349e32d3741b30ec737e,8/2/2018 0:09,45,8.27
06369aa3e6e8c6d52a7df6a2cd76cb1b,1,4c2394abfbac7ff59ec7a420918562fa,cc419e0650a3c5ba77189a1882b7556a,8/2/2018 17:31,84.99,19.13
063bbb83c80ba8c04934c9ff389be77a,1,ee0c1cf2fbeae95205b4aa506f1469f0,cc419e0650a3c5ba77189a1882b7556a,14/2/2018 9:09,53.99,15.13
064406f58fe12697ff148d9a5851fe9e,1,5ab3c4c7b2b499f85cf923cd0f331c9f,5f5b43b2bffa8656e4bc6efeb13cc649,8/2/2018 2:54,89,9.44
0646e0e4885dd8c69dddd6b2742b3b1b,1,d753d967faa594c1c4014dc58966e8e1,0b35c634521043bf4b47e21547b99ab5,13/2/2018 15:11,552.8,18.62
06556f76bd21201c0deb015022757aa8,1,8eb72e039f7857d796c5afe824d0c64c,218d46b86c1881d022bce9c68a7d4b15,7/2/2018 21:32,149,18.29
065963d921de479181824ca8d8737935,1,055cf0b2191631209c21bde8d353c7f2,b2ac621f0d0322434d04a12b078b9369,14/2/2018 20:32,455,18.95
068306f3ae87b774e579eb36d5714ced,1,8c591ab0ca519558779df02023177f44,a1043bafd471dff536d0c462352beb48,8/2/2018 2:54,120,50.71
06a9ff8c19b2d371a45c48568283929b,1,38fbe42a76e0c841c9445467b7e5ab30,1c129092bf23f28a5930387c980c0dfc,9/2/2018 11:35,32.2,16.92
06b0687cad7d69a9dc347dccb3cbe169,1,188d0b148e6d1c86faffe0d73c3f2dad,23613d49c3ac2bd302259e55c06c050c,7/2/2018 22:30,45.9,15.98
06d6b5a626ba890f56dae296e1384f75,1,8c292ca193d326152e335d77176746f0,7e1fb0a3ebfb01ffb3a7dae98bf3238d,9/2/2018 19:50,150,15.8
06efe66e043ee5d43f8d6edcba44d653,1,9dfb2984ab775b6175202b9e9e678641,4830e40640734fc1c52cd21127c341d4,8/2/2018 9:10,50,14.1
0758aeea44cefb9c7f59333c7c691714,1,bd149e7e19bab469011f129cdba049e6,17a053fcb14bd219540cbde0df490be0,13/2/2018 9:09,349.9,34.05
076b2c2ebef1ce8600aec810d3bf6286,1,afeeea6271148ee1bb15173b8187c431,53243585a1d6dc2643021fd1853d8905,12/2/2018 14:15,235,18.09
076d3284be23e6c6ed0267f87775b62f,1,ee08e2b1f2f38ce754c804780c6a048c,5656537e588803a555b8eb41f07a944b,14/2/2018 8:56,33.89,15.79
07d35f516238db3cf2e71da57744922d,1,43ee88561093499d9e571d4db5f20b79,23613d49c3ac2bd302259e55c06c050c,8/2/2018 12:31,10.9,11.85
07d35f516238db3cf2e71da57744922d,2,43ee88561093499d9e571d4db5f20b79,23613d49c3ac2bd302259e55c06c050c,8/2/2018 12:31,10.9,11.85
07dee0f0916a444098de4beea749c5e5,1,77fdeb8d4f7502f75b6779205f30a875,3b872fd4747f01cc56206f2934198618,9/2/2018 11:30,119.9,31.87
07e5d726cba4eb976dc6c2db2ceae28f,1,b8a0d73b2a06e7910d9864dccdb0cda2,620c87c171fb2a6dd6e8bb4dec959fc6,13/2/2018 14:31,59.9,15.17
07f5bb6759aecb6dd999fea544057758,1,2b4609f8948be18874494203496bc318,cc419e0650a3c5ba77189a1882b7556a,13/2/2018 19:50,89.99,27.17
0822275bffed889280029c0c32b003e6,1,566a4f2c4385f36d15c00dfcaae132d1,8b321bb669392f5163d04c59e235e066,9/2/2018 13:30,21.9,14.1
08225af20bcc4b379e2019b723e44a45,1,84d2057bc1f88332d0892eea0e997d28,ea8482cd71df3c1969d7b9473ff13abc,8/2/2018 23:35,27.99,15.1
087f3b4c583de715fda96594b3a03b65,1,f25c46ee777a6bee45ade2bec5b85c52,dbd66278cbfe1aa1000f90a217ca4695,13/2/2018 15:11,79,17.8
08b3dc9205759c9df94d231f6257b344,1,e844770f85faafda86f20911fcf607b5,f5a590cf36251cf1162ea35bef76fe84,8/2/2018 17:49,339,15.98
08c30c203ecbdda69311c1dba85abfa6,1,ca9c04665b3deab07935392e7432cdbe,5a8e7d5003a1f221f9e1d6e411de7c23,9/2/2018 19:10,59.9,15.17
08c30c203ecbdda69311c1dba85abfa6,2,ca9c04665b3deab07935392e7432cdbe,5a8e7d5003a1f221f9e1d6e411de7c23,9/2/2018 19:10,59.9,15.17
08c30c203ecbdda69311c1dba85abfa6,3,ca9c04665b3deab07935392e7432cdbe,5a8e7d5003a1f221f9e1d6e411de7c23,9/2/2018 19:10,59.9,15.17
090395e4f947097290d8bde7125fe883,1,176faef125e3675b4eeaa6083ada61e1,855668e0971d4dfd7bef1b6a4133b41b,8/2/2018 10:48,21.99,15.1
090c8122737bb94ca7fcbbf412be42d0,1,7fdff1c504647eff040e08cd98ce3210,3c4e0452bff7a2a788179488d3d77032,9/2/2018 0:50,119.9,14.59
09a21347537a52507220515fa4516fbd,1,82a61259a621866c4ba63743da29a342,4d6d651bd7684af3fffabd5f08d12e5a,8/2/2018 0:09,119.8,27.16
09a38776c4e31230864f867821174daa,1,3f14d740544f37ece8a9e7bc8349797e,6973a06f484aacf400ece213dbf3d946,9/2/2018 2:53,84.89,15.34
09ad94cb221ea7d2ba569504ad446082,1,ad3bd5419246087e48ef4832de3516a4,abcd2cb37d46c2c8fb1bf071c859fc5b,9/2/2018 13:30,167.84,33.62
09badf53476a6bda72b4728e858a3433,1,08bcc2d85da3a9c0e2ac1cc28b67418d,5f3ae9136c875522250f8184f253413a,9/2/2018 14:10,19.9,11.85
09d6c2dd8c08336a2cbd1c449a2ef158,1,781afe929e3016a667f5f439afd55fce,08633c14ef2db992c11f840f04fad4cd,12/2/2018 4:15,111.9,15.53
0a38b7de941db65679a11a300f782703,1,22a8168cf1f1c6347da8d29863b7f75e,2eb70248d66e0e3ef83659f71b244378,21/2/2018 10:55,415.9,10.17
0a45ff140fcaf02e1b09ca845b0ebb13,1,629e019a6f298a83aeecc7877964f935,c003204e1ab016dfa150abc119207b24,8/2/2018 19:30,109.9,14.37
0a46b68a258a6a2a44012e312063afa9,1,a30ea5a9dbd95db5a674c4beadb4fb0d,95e03ca3d4146e4011985981aeb959b9,14/2/2018 2:54,25,15.1
0a52d1f5b66c689f3955b3711ba7cc17,1,d79c712e7afe8f0fd59b749ee1e4fc97,6560211a19b47992c3666cc44a7e94c0,8/2/2018 20:49,119,17.27
0a6003474a7471ca13dbdb23b2c04ec6,1,764292b2b0f73f77a0272be03fdd45f3,bd23da7354813347129d751591d1a6e2,12/2/2018 4:15,99.9,18.94
0a8ad519fc5624a7862124decee24b27,1,5c9f86c0e642b62c2100fd8d26f38771,2aa3443d7bf9d9bb11133f420d75e083,7/2/2018 9:31,89.9,17.07
0a8bacdc71ec2a99fcc75baf60f64439,1,53759a2ecddad2bb87a079a1f1519f73,1f50f920176fa81dab994f9023523100,9/2/2018 17:15,49.9,17.6
0a8bacdc71ec2a99fcc75baf60f64439,2,53759a2ecddad2bb87a079a1f1519f73,1f50f920176fa81dab994f9023523100,9/2/2018 17:15,49.9,17.6
0ab0e6cc12734a3c6311f9a0db8b2555,1,891fda5230e6e284e5430ded76eebcd7,8b321bb669392f5163d04c59e235e066,12/2/2018 15:50,15,15.79
0ac6093ec7bb2a5eb1da4961999ee9d6,1,e00a570d375c55a1858a08669ae684df,06a2c3af7b3aee5d69171b0e14f0ee87,8/2/2018 16:35,34.99,25.38
0aea5ed8df108f7cb387c099ddec65c2,1,9257d3f01cd400076c63470f92434c7e,768de2a4fc06aacecb9a586ccc30746a,12/2/2018 18:15,34.9,16.79
0aeb20ab92028bf31d5d8b2314b03092,1,acc78c9d340dbe682491c9d31ea7e187,7ea5bfa6c340f58f8e71fc1f0412b0d6,13/2/2018 16:49,149.99,9.61
0afa4eb653f04cb1809253eb3b1f9768,1,682fa9a2b1120191903abcde5950f072,c3cfdc648177fdbbbb35635a37472c53,15/2/2018 19:10,139.9,27.83
0afa4eb653f04cb1809253eb3b1f9768,2,682fa9a2b1120191903abcde5950f072,c3cfdc648177fdbbbb35635a37472c53,15/2/2018 19:10,139.9,27.83
0b23ff20645a72c0c1183b6b8ba15719,1,bc055ae94989497c0d66bfa4263ccf61,1c68394e931a64f90ea236c5ea590300,14/2/2018 16:10,70.9,16.94
0b6626697a43f34edff9135fdd0a564c,1,75c06ee06b201f9b6301d2b5e72993f8,3c7c4a49ec3c6550809089c6a2ca9370,12/2/2018 4:32,13.99,15.1
0ccd1517dd0bbe6fd30dfb1dc40a0133,1,6a8631b72a2f8729b91514db87e771c0,128639473a139ac0f3e5f5ade55873a5,9/2/2018 8:55,25.9,34.15
0ce50541293dbe475fde11c04962e953,1,08c816d9a716567bf436173ef6f5f12e,5656537e588803a555b8eb41f07a944b,13/2/2018 11:51,19.89,15.79
0cece095c1c8f6bd21ec851d74642943,1,f3ccdb9f9c7f31e0efd626e9110b85f5,0d85bbda9889ce1f7e63778d24f346eb,12/2/2018 20:15,116.9,38.37
0d0b7c65e71700ed5fe8ae8d2baac37b,1,65610bb38e3ee3e20a94885411c3feec,681fce914360217db47784ae28905a96,11/2/2018 22:10,114,38.92
0d0b7c65e71700ed5fe8ae8d2baac37b,2,c0205b35b5e0f162b0dcc48572223b72,681fce914360217db47784ae28905a96,11/2/2018 22:10,39,0.97
0d0b7c65e71700ed5fe8ae8d2baac37b,3,01ff1ff8aa5dec93e9938b989393a4ca,0c7533c71df861ec58ad7ff999ed0e8d,11/2/2018 22:10,53.9,3.89
0d1b16176c5cba495de3f14a538f5ec1,1,1a758361b1c10b3ffe3d3373332de319,8d956fec2e4337affcb520f56fd8cbfd,12/2/2018 20:56,43.99,7.78
0d36ae23909d6afcc7030279ef2f921f,1,3dd2a17168ec895c781a9191c1e95ad7,de722cd6dad950a92b7d4f82673f8833,7/2/2018 22:49,149.9,23.37
0d40f8fd78977af4c4fa84293ae7fa21,1,b88eb82a396197f720eee0aef2f7dfed,cee48807215b30a12ca2ca10ffb5f250,23/2/2018 0:30,199.9,21.89
0d7fc3fc1f6267e80691b89236b7433c,1,341d85d688ecc3353cf2a968e7ad0dbf,620c87c171fb2a6dd6e8bb4dec959fc6,8/2/2018 13:31,129.9,15.66
0d906917988b5c890f8a5d80c26f8f32,1,094af0a75d07c0dbdccaa23e88149673,391bbd13b6452244774beff1824006ed,9/2/2018 14:35,63.9,17.7
0df6d3734fc28f15c08eb4a9f931e3a8,1,e791e580a2421e4471aebb0629c705c1,9f505651f4a6abe901a56cdc21508025,9/2/2018 15:15,13.99,7.78
0e0abe27977ea1d66568d6ee7d310217,1,c6b3e5dad7e071459c1ab64d517d848c,4e922959ae960d389249c378d1c939f5,13/2/2018 16:35,74,15.27
0e0abe27977ea1d66568d6ee7d310217,2,c6b3e5dad7e071459c1ab64d517d848c,4e922959ae960d389249c378d1c939f5,13/2/2018 16:35,74,15.27
0e3101d26015f1df99a269aeb3fbb02a,1,a50acd33ba7a8da8e9db65094fa990a4,8581055ce74af1daba164fdbd55a40de,13/2/2018 13:30,117.3,25.66
0e5c7d003ff6919e7633939b2cb151fd,1,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,13/2/2018 19:10,86.9,21.1
0e6d9d386c1cd507df2b07bac0e8b4c8,1,d47b66f4d980a10ae5c5aa2222928741,bba3293d6f5d5af2f415e004e8b93ae3,8/2/2018 14:56,779.89,20.22
0e87535f7a903b23b73699e49e8e79d0,1,0c9ff9d8ed9b9bdd825487b3a66e05f5,8581055ce74af1daba164fdbd55a40de,7/2/2018 11:15,226.95,28.95
0ebf39cd91e6c7f650db30a438805518,1,726b4e18f00255e2e63491bcba3f60b8,00ee68308b45bc5e2660cd833c3f81cc,13/2/2018 17:31,75,42.76
0ee7b1f086c44cbf2dc1efbdaa69bc19,1,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,9/2/2018 4:50,86.9,21.1
0f2f8cfaa707ef6df9c6363b3d70ed23,1,9d0bb30eed80184666c8acad23921283,1bb2bdb95f4841f1bba2c0d2cd83d3c9,8/2/2018 22:09,19.95,8.72
0f55ec65ad1f38ceeb753846d0684c52,1,de1eee6c50298db6028af08bd88a702a,994f04b3718c2bab35c2adfa8afecd2a,7/2/2018 20:13,59.9,9.34
0f6fb6d733b3a9e800c8aa92abf81584,1,f7b39dca4a425dcfd4a8b0b0aac4b7c0,2a7dc43cecabf23403078e2188437d1d,13/2/2018 12:10,59.9,9.34
0f6fb6d733b3a9e800c8aa92abf81584,2,f7b39dca4a425dcfd4a8b0b0aac4b7c0,2a7dc43cecabf23403078e2188437d1d,13/2/2018 12:10,59.9,9.34
0f77d110146ab4471e3492fa504f6377,1,151133751552ad5bdd6645dfdcb0e728,1e8b33f18b4f7598d87f5cbee2282cc2,13/2/2018 0:10,75.5,17.78
0fbefb255e8b51bd1a45f97a0700532b,1,fb6782985a98aa8a59238f58239f6f1e,955fee9216a65b617aa5c0531780ce60,9/2/2018 8:31,79.99,20.05
1000fd60c36051932866242b91c5ef43,1,af3741580aab9876533f1c3e08aca7bb,9c3a1c416c765687bc79a04113269929,8/2/2018 2:52,74.9,58.9
1016b48b6d8c68e73002bdeb36e3deb1,1,e0cf79767c5b016251fe139915c59a26,da8622b14eb17ae2831f4ac5b9dab84a,12/2/2018 3:55,29.9,15.1
104681815892bd134ae796335dcc1e9e,1,a659cb33082b851fb87a33af8f0fff29,817245bcc3badd82bbd222e0366951a6,9/2/2018 17:31,89.9,15.38
104b8d0ca41aec23f0847323c4cb8177,1,8392bd9333d10e51a2c2fc4596ee12a5,f8d5c7085db9a4ad2b8c1ffbeb2798c8,9/2/2018 20:10,30,25.63
1067b1fed93022ff928077f4db144386,1,40e8b425d1a26e2d9cb77363523e05ce,d93919c944be9cff128f6c9cb899eacb,9/2/2018 15:55,79.9,18.45
106f773cca522fe33c40267418112669,1,422879e10f46682990de24d770e7f83d,1f50f920176fa81dab994f9023523100,8/2/2018 21:50,49.9,13.37
106f773cca522fe33c40267418112669,2,422879e10f46682990de24d770e7f83d,1f50f920176fa81dab994f9023523100,8/2/2018 21:50,49.9,13.37
1078cee780187c1672d97d4ebfb4cc2e,1,06bf70b6e1d67d96308235ef350edc61,2c9e548be18521d1c43cde1c582c6de8,7/2/2018 9:53,79.9,9.37
10980615138835de121262cf38488689,1,7d33844ffd50c5fb265a1e0ba03d9470,7299e27ed73d2ad986de7f7c77d919fa,8/2/2018 11:55,69.99,12.62
10b2031a821c35b0cf0c9ff505eaa456,1,4db7441d0d2cf3d22cb4d95f87d8bf63,c003204e1ab016dfa150abc119207b24,8/2/2018 19:29,179.9,33.65
10c41c0172ecd7694a6aa595629ce73d,1,44fded21627553d1886d459384bbce06,8b321bb669392f5163d04c59e235e066,14/2/2018 14:15,15,15.1
10d9e0700d28a9c502e7d81473bb2224,1,5d7a4ee1450d108913cdd64fff383338,b4ffb71f0cb1b1c3d63fad021ecf93e1,13/2/2018 8:50,34.5,11.85
10dd28056d3f546596690c33f28d7c8a,1,04b48e86a968cfe620da1cab5c7556ae,620c87c171fb2a6dd6e8bb4dec959fc6,8/2/2018 9:51,40.9,15.1
10e722e25378399056392a2c2c5ff9ba,1,b6bc721dd9f8308b569e8a73982a560e,d4e12e7884759a14fa0f5f896c791cae,13/2/2018 10:15,26.9,9.34
1115a717309037cd119797dbdc7e57d7,1,cb04681b1a0dc519c3184cae771a2cdf,00720abe85ba0859807595bbf045a33b,12/2/2018 23:30,78,9.36
11210d2ba14b85282d66a4c956724533,1,516ccdc0667fe7e260156d1998ef9546,7c67e1448b00f6e969d365cea6b010ab,20/2/2018 2:55,116.94,34.18
11752bcab98894b1c72fac988ed11392,1,422879e10f46682990de24d770e7f83d,1f50f920176fa81dab994f9023523100,12/2/2018 18:55,49.9,17.6
11bcd62bece0131519fa7aeb30fb8ee4,1,8eb72e039f7857d796c5afe824d0c64c,218d46b86c1881d022bce9c68a7d4b15,12/2/2018 19:31,149,14.06
11ff2af78a9ec50c26f9cbbc62a10d38,1,a62e25e09e05e6faf31d90c6ec1aa3d1,634964b17796e64304cadf1ad3050fb7,8/2/2018 2:53,108,15.52
11ff2af78a9ec50c26f9cbbc62a10d38,2,a62e25e09e05e6faf31d90c6ec1aa3d1,634964b17796e64304cadf1ad3050fb7,8/2/2018 2:53,108,15.52
125512e7d74d27bce62323fed7c24ed5,1,c21afe62d4629a660593fd9b5e6223bb,ea8482cd71df3c1969d7b9473ff13abc,12/2/2018 11:11,29.99,21.15
12907443c80937b0793096099e22990d,1,98d8b8d9df31604bf471f6d9483e94f5,a416b6a846a11724393025641d4edd5e,8/2/2018 18:09,85.05,16.85
12d9b7528c95b9b6d2f087195ba47d60,1,25cdef5b1428725aa16b8b9a6fbd72ca,76d64c4aca3a7baf218bf93ef7fa768d,8/2/2018 2:29,64.9,16.7
131a49afe3f297e46c9eab6f3a815b2a,1,b395922ca8e9ba82b2a81822968d0cf5,391fc6631aebcf3004804e51b40bcf1e,13/2/2018 3:10,24.75,12.69
1331dc8ffa1f74d72675d852ab80ce27,1,07591f80309eb6393c6af043b234cb83,17a053fcb14bd219540cbde0df490be0,8/2/2018 17:35,329.9,67.12
133653359984cfee2030890e2e117e8b,1,31c79131e883e5fd8c4c85fe9f7d2bb2,ea8482cd71df3c1969d7b9473ff13abc,8/2/2018 20:50,24.99,14.1
1341100f857d5c84b5f9e101bd5de0b3,1,d58020f0dc3b18e41728f846f5072a6c,562fc2f2c2863ab7e79a9e4388a58a14,12/2/2018 10:11,29.99,14.1
1361ed772d73c4ca679d9679c7266142,1,53f022fb540ac66bc0374331d2342a60,3b872fd4747f01cc56206f2934198618,8/2/2018 14:51,119.9,31.87
138849fd84dff2fb4ca70a0a34c4aa1c,1,304fad8dc4d2012dc4062839972f2d96,6860153b69cc696d5dcfe1cdaaafcf62,8/2/2018 2:53,39.47,13.37
13990518755c419d33e4fb67c28e843f,1,5a2f62420bd55b28cdc512cd79263c73,3c7c4a49ec3c6550809089c6a2ca9370,8/2/2018 15:55,98.9,17.97
13cf8836b6a3654748e09e70c6ab4f4d,1,a92930c327948861c015c919a0bcb4a8,6560211a19b47992c3666cc44a7e94c0,8/2/2018 21:30,78,15.3
13fd61236a6baeb00aba9df344275a78,1,e0cf79767c5b016251fe139915c59a26,da8622b14eb17ae2831f4ac5b9dab84a,8/2/2018 20:12,29.9,8.11
144cd79cf6ab4cc11a282c3e37146b31,1,1b0fb6d6a05121d4b76a49f44c2c427b,3ade81dab5a172b88e1871c28ae05260,14/2/2018 7:35,199,81.56
14a3a4001dfbf5f1315c3fea8d0600ea,1,ba4a91633739ceceb2b73b627e2cfbc3,7c67e1448b00f6e969d365cea6b010ab,16/2/2018 13:11,139.99,28.34
14ac5864dbbe7ea0f936884e43b16fa3,1,eef7436637ac87cad6bf5108284c3413,b33e7c55446eabf8fe1a42d037ac7d6d,8/2/2018 15:50,199,12.89
14ee9fe5d7494810335154bf7a536214,1,1b28754d4c3737f9655d4a27c118bcd5,f12ff17ad8bbf01ec5c33b17e506649b,8/2/2018 13:53,260,26.27
14efd3877d76587691ac8f854125c31e,1,42a2c92a0979a949ca4ea89ec5c7b934,813348c996469b40f2e028d5429d3495,12/2/2018 17:49,58.9,21.25
152f5561c96fd2a7e5d1b71cc158bcdc,1,ed13ae6f86e2108b97c3e86d7a9adc3b,066a6914e1ebf3ea95a216c73a986b91,7/2/2018 22:10,34.6,17.6
152f5561c96fd2a7e5d1b71cc158bcdc,2,ed13ae6f86e2108b97c3e86d7a9adc3b,066a6914e1ebf3ea95a216c73a986b91,7/2/2018 22:10,34.6,17.6
152f5561c96fd2a7e5d1b71cc158bcdc,3,ed13ae6f86e2108b97c3e86d7a9adc3b,066a6914e1ebf3ea95a216c73a986b91,7/2/2018 22:10,34.6,17.6
156254aa58b87bb7bad0f9e82f9bd5f9,1,d1c427060a0f73f6b889a5c7c61f2ac4,a1043bafd471dff536d0c462352beb48,7/2/2018 12:33,149,40.37
15e5d4cea5f386d7f1d2d2600b830aae,1,f95d5d21561ea085ba1e1a4e53840844,834f8533b2ecb6598dd004ff3de7203a,8/2/2018 19:28,110.27,20.26
1600c77ccd20164d6da4e2285d3ced92,1,15627ec726c8361a54e87afd48c9ddab,96493fab2fbb13a14d0c0e8772eef5c3,8/2/2018 15:30,98,15.45
